Commande n°;Total payé réel;Total transport;Nom du transporteur;Pays de livraison;Ville de facturation;Code pays de livraison
4892;122.900000;45.590000;Chronopost;176;LE TAMPON ;RE
4892;122.900000;45.590000;Chronopost;176;LE TAMPON ;RE
4892;122.900000;45.590000;Chronopost;176;LE TAMPON ;RE
4892;122.900000;45.590000;Chronopost;176;LE TAMPON ;RE
4893;158.550000;14.630000;Chronopost;8;CHARLEVAL;FR
4893;158.550000;14.630000;Chronopost;8;CHARLEVAL;FR
4893;158.550000;14.630000;Chronopost;8;CHARLEVAL;FR
4893;158.550000;14.630000;Chronopost;8;CHARLEVAL;FR
4893;158.550000;14.630000;Chronopost;8;CHARLEVAL;FR
4893;158.550000;14.630000;Chronopost;8;CHARLEVAL;FR
4893;158.550000;14.630000;Chronopost;8;CHARLEVAL;FR
4894;85.750000;9.550000;Colissimo;8;Vahl ebersing ;FR
4894;85.750000;9.550000;Colissimo;8;Vahl ebersing ;FR
4895;145.170000;4.920000;Mondial Relay;8;Vaureal;FR
4895;145.170000;4.920000;Mondial Relay;8;Vaureal;FR
4895;145.170000;4.920000;Mondial Relay;8;Vaureal;FR
4895;145.170000;4.920000;Mondial Relay;8;Vaureal;FR
4895;145.170000;4.920000;Mondial Relay;8;Vaureal;FR
4896;174.890000;6.290000;Mondial Relay;8;Nantes - (44300);FR
4896;174.890000;6.290000;Mondial Relay;8;Nantes - (44300);FR
4897;178.890000;6.290000;Mondial Relay;8;dizy;FR
4897;178.890000;6.290000;Mondial Relay;8;dizy;FR
4897;178.890000;6.290000;Mondial Relay;8;dizy;FR
4898;180.830000;12.230000;Colissimo;8;Pleaux;FR
4898;180.830000;12.230000;Colissimo;8;Pleaux;FR
4898;180.830000;12.230000;Colissimo;8;Pleaux;FR
4899;161.640000;5.640000;Mondial Relay;8;Chanas;FR
4899;161.640000;5.640000;Mondial Relay;8;Chanas;FR
4899;161.640000;5.640000;Mondial Relay;8;Chanas;FR
4899;161.640000;5.640000;Mondial Relay;8;Chanas;FR
4899;161.640000;5.640000;Mondial Relay;8;Chanas;FR
4900;140.010000;5.640000;Mondial Relay;8;ALLAUCH;FR
4900;140.010000;5.640000;Mondial Relay;8;ALLAUCH;FR
4900;140.010000;5.640000;Mondial Relay;8;ALLAUCH;FR
4900;140.010000;5.640000;Mondial Relay;8;ALLAUCH;FR
4901;114.220000;5.640000;Mondial Relay;8;Floirac;FR
4901;114.220000;5.640000;Mondial Relay;8;Floirac;FR
4901;114.220000;5.640000;Mondial Relay;8;Floirac;FR
4901;114.220000;5.640000;Mondial Relay;8;Floirac;FR
4902;134.040000;5.640000;Mondial Relay;8;Maisoncelles en brie;FR
4902;134.040000;5.640000;Mondial Relay;8;Maisoncelles en brie;FR
4902;134.040000;5.640000;Mondial Relay;8;Maisoncelles en brie;FR
4903;123.900000;9.600000;Colissimo Dom-Tom / International;3;Vinalmont;BE
4903;123.900000;9.600000;Colissimo Dom-Tom / International;3;Vinalmont;BE
4903;123.900000;9.600000;Colissimo Dom-Tom / International;3;Vinalmont;BE
4904;77.310000;4.920000;Mondial Relay;8;PARIS;FR
4904;77.310000;4.920000;Mondial Relay;8;PARIS;FR
4905;23.440000;4.920000;Mondial Relay;8;PARIS;FR
4906;138.740000;30.840000;TNT Express;3;Leuven;BE
4906;138.740000;30.840000;TNT Express;3;Leuven;BE
4906;138.740000;30.840000;TNT Express;3;Leuven;BE
4906;138.740000;30.840000;TNT Express;3;Leuven;BE
4906;138.740000;30.840000;TNT Express;3;Leuven;BE
4906;138.740000;30.840000;TNT Express;3;Leuven;BE
4906;138.740000;30.840000;TNT Express;3;Leuven;BE
4906;138.740000;30.840000;TNT Express;3;Leuven;BE
4907;0.000000;12.230000;Colissimo;8;la frenaye;FR
4907;0.000000;12.230000;Colissimo;8;la frenaye;FR
4908;292.750000;7.150000;Mondial Relay;8;Nice;FR
4908;292.750000;7.150000;Mondial Relay;8;Nice;FR
4908;292.750000;7.150000;Mondial Relay;8;Nice;FR
4908;292.750000;7.150000;Mondial Relay;8;Nice;FR
4908;292.750000;7.150000;Mondial Relay;8;Nice;FR
4909;85.750000;9.550000;Colissimo;8;la frenaye;FR
4909;85.750000;9.550000;Colissimo;8;la frenaye;FR
4910;96.760000;10.460000;Colissimo;8;Suresnes;FR
4910;96.760000;10.460000;Colissimo;8;Suresnes;FR
4911;127.620000;5.640000;Mondial Relay;8;Saint genou ;FR
4911;127.620000;5.640000;Mondial Relay;8;Saint genou ;FR
4911;127.620000;5.640000;Mondial Relay;8;Saint genou ;FR
4911;127.620000;5.640000;Mondial Relay;8;Saint genou ;FR
4912;117.080000;25.380000;TNT Express;3;Leuven;BE
4912;117.080000;25.380000;TNT Express;3;Leuven;BE
4912;117.080000;25.380000;TNT Express;3;Leuven;BE
4912;117.080000;25.380000;TNT Express;3;Leuven;BE
4912;117.080000;25.380000;TNT Express;3;Leuven;BE
4912;117.080000;25.380000;TNT Express;3;Leuven;BE
4913;112.490000;6.290000;Mondial Relay;8;Ercé-près-Liffré;FR
4913;112.490000;6.290000;Mondial Relay;8;Ercé-près-Liffré;FR
4914;81.120000;4.920000;Mondial Relay;8;Valréas;FR
4914;81.120000;4.920000;Mondial Relay;8;Valréas;FR
4915;220.190000;6.290000;Mondial Relay;8;CUERS;FR
4915;220.190000;6.290000;Mondial Relay;8;CUERS;FR
4915;220.190000;6.290000;Mondial Relay;8;CUERS;FR
4915;220.190000;6.290000;Mondial Relay;8;CUERS;FR
4916;0.000000;8.690000;Colissimo;8;amiens;FR
4917;86.690000;8.690000;Colissimo;8;amiens;FR
4918;84.500000;8.400000;Colissimo Dom-Tom / International;13;Heemskerk;NL
4918;84.500000;8.400000;Colissimo Dom-Tom / International;13;Heemskerk;NL
4919;87.500000;8.690000;Colissimo;8;BORDEAUX;FR
4920;211.470000;14.770000;Chronopost;8;Antonne et trigonant ;FR
4920;211.470000;14.770000;Chronopost;8;Antonne et trigonant ;FR
4920;211.470000;14.770000;Chronopost;8;Antonne et trigonant ;FR
4921;113.630000;10.460000;Colissimo;8;cergy;FR
4921;113.630000;10.460000;Colissimo;8;cergy;FR
4921;113.630000;10.460000;Colissimo;8;cergy;FR
4921;113.630000;10.460000;Colissimo;8;cergy;FR
4922;113.630000;10.460000;Colissimo;8;cergy;FR
4922;113.630000;10.460000;Colissimo;8;cergy;FR
4922;113.630000;10.460000;Colissimo;8;cergy;FR
4922;113.630000;10.460000;Colissimo;8;cergy;FR
4923;170.260000;6.290000;Mondial Relay;8;Montpellier;FR
4923;170.260000;6.290000;Mondial Relay;8;Montpellier;FR
4923;170.260000;6.290000;Mondial Relay;8;Montpellier;FR
4924;81.940000;9.550000;Colissimo;8;Saint Julien ;FR
4924;81.940000;9.550000;Colissimo;8;Saint Julien ;FR
4924;81.940000;9.550000;Colissimo;8;Saint Julien ;FR
4925;0.000000;8.690000;Colissimo;8;Anduze;FR
4925;0.000000;8.690000;Colissimo;8;Anduze;FR
4926;134.040000;5.640000;Mondial Relay;8;VIRIAT;FR
4926;134.040000;5.640000;Mondial Relay;8;VIRIAT;FR
4927;39.210000;4.920000;Mondial Relay;8;ROUMAZIERES LOUBERT;FR
4927;39.210000;4.920000;Mondial Relay;8;ROUMAZIERES LOUBERT;FR
4928;18.590000;8.690000;Colissimo;8;pontarlier;FR
4929;163.970000;12.230000;Colissimo;8;FEYZIN;FR
4929;163.970000;12.230000;Colissimo;8;FEYZIN;FR
4930;123.160000;11.200000;Colissimo;8;Anduze;FR
4930;123.160000;11.200000;Colissimo;8;Anduze;FR
4930;123.160000;11.200000;Colissimo;8;Anduze;FR
4930;123.160000;11.200000;Colissimo;8;Anduze;FR
4931;108.170000;20.000000;Colissimo Dom-Tom / International;141;LAMENTIN;MQ
4931;108.170000;20.000000;Colissimo Dom-Tom / International;141;LAMENTIN;MQ
4931;108.170000;20.000000;Colissimo Dom-Tom / International;141;LAMENTIN;MQ
4932;0.000000;45.590000;Chronopost;141;LAMENTIN;MQ
4932;0.000000;45.590000;Chronopost;141;LAMENTIN;MQ
4933;0.000000;20.000000;Colissimo Dom-Tom / International;141;LAMENTIN;MQ
4933;0.000000;20.000000;Colissimo Dom-Tom / International;141;LAMENTIN;MQ
4933;0.000000;20.000000;Colissimo Dom-Tom / International;141;LAMENTIN;MQ
4933;0.000000;20.000000;Colissimo Dom-Tom / International;141;LAMENTIN;MQ
4934;0.000000;16.000000;Colissimo Dom-Tom / International;141;LAMENTIN;MQ
4934;0.000000;16.000000;Colissimo Dom-Tom / International;141;LAMENTIN;MQ
4935;170.230000;5.640000;Mondial Relay;8;Croix;FR
4935;170.230000;5.640000;Mondial Relay;8;Croix;FR
4935;170.230000;5.640000;Mondial Relay;8;Croix;FR
4936;123.530000;35.120000;TNT Express;19;Châtelaine / Genève;CH
4936;123.530000;35.120000;TNT Express;19;Châtelaine / Genève;CH
4936;123.530000;35.120000;TNT Express;19;Châtelaine / Genève;CH
4936;123.530000;35.120000;TNT Express;19;Châtelaine / Genève;CH
4937;186.630000;12.230000;Colissimo;8;montlhery;FR
4937;186.630000;12.230000;Colissimo;8;montlhery;FR
4938;166.940000;23.000000;Colissimo Dom-Tom / International;141;LAMENTIN;MQ
4938;166.940000;23.000000;Colissimo Dom-Tom / International;141;LAMENTIN;MQ
4939;184.830000;12.230000;Colissimo;8;Barbentane;FR
4939;184.830000;12.230000;Colissimo;8;Barbentane;FR
4940;77.780000;4.920000;Mondial Relay;8;Toulouse;FR
4940;77.780000;4.920000;Mondial Relay;8;Toulouse;FR
4941;161.630000;6.290000;Mondial Relay;8;Royan;FR
4941;161.630000;6.290000;Mondial Relay;8;Royan;FR
4942;161.630000;6.290000;Mondial Relay;8;Pontault-Combault;FR
4942;161.630000;6.290000;Mondial Relay;8;Pontault-Combault;FR
4942;161.630000;6.290000;Mondial Relay;8;Pontault-Combault;FR
4943;28.630000;14.630000;Chronopost;8;Roubaix;FR
4944;134.040000;5.640000;Mondial Relay;8;Déville-les-rouen;FR
4944;134.040000;5.640000;Mondial Relay;8;Déville-les-rouen;FR
4945;179.490000;6.290000;Mondial Relay;8;CHAMOUILLAC;FR
4945;179.490000;6.290000;Mondial Relay;8;CHAMOUILLAC;FR
4946;45.420000;4.920000;Mondial Relay;8;VEYRAC;FR
4946;45.420000;4.920000;Mondial Relay;8;VEYRAC;FR
4947;90.830000;14.630000;Chronopost;8;Toulon;FR
4947;90.830000;14.630000;Chronopost;8;Toulon;FR
4948;96.610000;14.630000;Chronopost;8;ST ZACHARIE;FR
4948;96.610000;14.630000;Chronopost;8;ST ZACHARIE;FR
4949;28.190000;8.690000;Colissimo;8;tarbes;FR
4950;28.920000;4.920000;Mondial Relay;8;Beaumont Saint Cyr;FR
4951;0.000000;14.770000;Chronopost;8;SIX FOURS LES PLAGES;FR
4951;0.000000;14.770000;Chronopost;8;SIX FOURS LES PLAGES;FR
4951;0.000000;14.770000;Chronopost;8;SIX FOURS LES PLAGES;FR
4951;0.000000;14.770000;Chronopost;8;SIX FOURS LES PLAGES;FR
4952;127.620000;5.640000;Mondial Relay;8;Saint fiacre sur maine;FR
4952;127.620000;5.640000;Mondial Relay;8;Saint fiacre sur maine;FR
4952;127.620000;5.640000;Mondial Relay;8;Saint fiacre sur maine;FR
4952;127.620000;5.640000;Mondial Relay;8;Saint fiacre sur maine;FR
4952;127.620000;5.640000;Mondial Relay;8;Saint fiacre sur maine;FR
4953;178.890000;6.290000;Mondial Relay;8;Gémozac;FR
4953;178.890000;6.290000;Mondial Relay;8;Gémozac;FR
4953;178.890000;6.290000;Mondial Relay;8;Gémozac;FR
4954;208.930000;12.230000;Colissimo;8;Le coteau;FR
4954;208.930000;12.230000;Colissimo;8;Le coteau;FR
4954;208.930000;12.230000;Colissimo;8;Le coteau;FR
4955;224.030000;6.290000;Mondial Relay;8;Acigné;FR
4955;224.030000;6.290000;Mondial Relay;8;Acigné;FR
4955;224.030000;6.290000;Mondial Relay;8;Acigné;FR
4955;224.030000;6.290000;Mondial Relay;8;Acigné;FR
4955;224.030000;6.290000;Mondial Relay;8;Acigné;FR
4955;224.030000;6.290000;Mondial Relay;8;Acigné;FR
4955;224.030000;6.290000;Mondial Relay;8;Acigné;FR
4955;224.030000;6.290000;Mondial Relay;8;Acigné;FR
4955;224.030000;6.290000;Mondial Relay;8;Acigné;FR
4956;43.920000;4.920000;Mondial Relay;8;PARIS;FR
4956;43.920000;4.920000;Mondial Relay;8;PARIS;FR
4957;466.500000;14.770000;Chronopost;8;SIX FOURS LES PLAGES;FR
4957;466.500000;14.770000;Chronopost;8;SIX FOURS LES PLAGES;FR
4957;466.500000;14.770000;Chronopost;8;SIX FOURS LES PLAGES;FR
4957;466.500000;14.770000;Chronopost;8;SIX FOURS LES PLAGES;FR
4958;78.310000;4.920000;Mondial Relay;8;Dammarie-les-Lys;FR
4958;78.310000;4.920000;Mondial Relay;8;Dammarie-les-Lys;FR
4959;174.890000;6.290000;Mondial Relay;8;amblainville;FR
4959;174.890000;6.290000;Mondial Relay;8;amblainville;FR
4959;174.890000;6.290000;Mondial Relay;8;amblainville;FR
4960;81.280000;8.400000;Colissimo Dom-Tom / International;6;JAÉN;ES
4961;24.420000;4.920000;Mondial Relay;8;MALAKOFF;FR
4962;138.000000;9.600000;Colissimo Dom-Tom / International;6;Les Franqueses del valles ;ES
4962;138.000000;9.600000;Colissimo Dom-Tom / International;6;Les Franqueses del valles ;ES
4963;139.600000;11.200000;Colissimo;8;Bellegarde-sur-Valserine;FR
4963;139.600000;11.200000;Colissimo;8;Bellegarde-sur-Valserine;FR
4963;139.600000;11.200000;Colissimo;8;Bellegarde-sur-Valserine;FR
