Commande n°;Total payé réel;Total transport;Nom du transporteur;Pays de livraison;Ville de facturation;Code pays de livraison
5496;82.780000;4.780000;Mondial Relay;8;Canteleu;FR
5497;80.800000;4.780000;Mondial Relay;8;Niort;FR
5497;80.800000;4.780000;Mondial Relay;8;Niort;FR
5497;80.800000;4.780000;Mondial Relay;8;Niort;FR
5498;169.610000;6.590000;Mondial Relay;8;PARIS 16;FR
5498;169.610000;6.590000;Mondial Relay;8;PARIS 16;FR
5499;129.920000;16.000000;Colissimo  Dom-Tom / International;19;Montreux;CH
5499;129.920000;16.000000;Colissimo  Dom-Tom / International;19;Montreux;CH
5500;105.970000;5.260000;Mondial Relay;8;ST VINCENT DE TYROSSE;FR
5500;105.970000;5.260000;Mondial Relay;8;ST VINCENT DE TYROSSE;FR
5500;105.970000;5.260000;Mondial Relay;8;ST VINCENT DE TYROSSE;FR
5501;208.610000;6.590000;Mondial Relay;8;CHUZELLES;FR
5501;208.610000;6.590000;Mondial Relay;8;CHUZELLES;FR
5501;208.610000;6.590000;Mondial Relay;8;CHUZELLES;FR
5501;208.610000;6.590000;Mondial Relay;8;CHUZELLES;FR
5502;87.830000;9.930000;Colissimo;8;Saumur;FR
5502;87.830000;9.930000;Colissimo;8;Saumur;FR
5502;87.830000;9.930000;Colissimo;8;Saumur;FR
5502;87.830000;9.930000;Colissimo;8;Saumur;FR
5502;87.830000;9.930000;Colissimo;8;Saumur;FR
5503;98.390000;10.880000;Colissimo;8;Pleneuf val andre;FR
5503;98.390000;10.880000;Colissimo;8;Pleneuf val andre;FR
5504;42.790000;4.780000;Mondial Relay;8;PARIS;FR
5504;42.790000;4.780000;Mondial Relay;8;PARIS;FR
5505;169.610000;6.590000;Mondial Relay;8;Le Val de Gueblange ;FR
5505;169.610000;6.590000;Mondial Relay;8;Le Val de Gueblange ;FR
5506;174.720000;38.780000;TNT Express;19;Genève;CH
5506;174.720000;38.780000;TNT Express;19;Genève;CH
5507;197.700000;12.720000;Colissimo;8;Strasbourg;FR
5507;197.700000;12.720000;Colissimo;8;Strasbourg;FR
5508;34.780000;4.780000;Mondial Relay;8;PLEDELIAC;FR
5508;34.780000;4.780000;Mondial Relay;8;PLEDELIAC;FR
5509;188.190000;17.390000;TNT Express;12;Luxembourg;LU
5510;85.540000;4.780000;Mondial Relay;8;62730 - MARCK;FR
5510;85.540000;4.780000;Mondial Relay;8;62730 - MARCK;FR
5510;85.540000;4.780000;Mondial Relay;8;62730 - MARCK;FR
5511;181.610000;6.590000;Mondial Relay;8;Saint brice sur vienne;FR
5511;181.610000;6.590000;Mondial Relay;8;Saint brice sur vienne;FR
5511;181.610000;6.590000;Mondial Relay;8;Saint brice sur vienne;FR
5512;98.390000;10.880000;Colissimo;8;Toulouse;FR
5512;98.390000;10.880000;Colissimo;8;Toulouse;FR
5513;161.450000;6.590000;Mondial Relay;8;Le loreur ;FR
5513;161.450000;6.590000;Mondial Relay;8;Le loreur ;FR
5514;192.350000;6.590000;Mondial Relay;8;Bourg la reine ;FR
5514;192.350000;6.590000;Mondial Relay;8;Bourg la reine ;FR
5514;192.350000;6.590000;Mondial Relay;8;Bourg la reine ;FR
5514;192.350000;6.590000;Mondial Relay;8;Bourg la reine ;FR
5514;192.350000;6.590000;Mondial Relay;8;Bourg la reine ;FR
5514;192.350000;6.590000;Mondial Relay;8;Bourg la reine ;FR
5514;192.350000;6.590000;Mondial Relay;8;Bourg la reine ;FR
5515;108.370000;20.870000;TNT Express;3;Gent;BE
5516;176.460000;21.600000;Colissimo  Dom-Tom / International;36;Constanta;RO
5516;176.460000;21.600000;Colissimo  Dom-Tom / International;36;Constanta;RO
5517;106.710000;19.200000;Colissimo  Dom-Tom / International;1;Mainz;DE
5517;106.710000;19.200000;Colissimo  Dom-Tom / International;1;Mainz;DE
5518;155.940000;20.000000;Colissimo  Dom-Tom / International;19;Lausanne;CH
5518;155.940000;20.000000;Colissimo  Dom-Tom / International;19;Lausanne;CH
5519;97.270000;5.260000;Mondial Relay;8;CHANCELADE;FR
