Commande n°;Total payé réel;Total transport;Nom du transporteur;Pays de livraison;Ville de facturation;Code pays de livraison
5205;0.000000;0.500000;Chronopost;8;orange;FR
5205;0.000000;0.500000;Chronopost;8;orange;FR
5205;0.000000;0.500000;Chronopost;8;orange;FR
5205;0.000000;0.500000;Chronopost;8;orange;FR
5205;0.000000;0.500000;Chronopost;8;orange;FR
5205;0.000000;0.500000;Chronopost;8;orange;FR
5206;121.340000;0.500000;Mondial Relay;24;Clarendon;AU
5206;121.340000;0.500000;Mondial Relay;24;Clarendon;AU
5206;121.340000;0.500000;Mondial Relay;24;Clarendon;AU
5206;121.340000;0.500000;Mondial Relay;24;Clarendon;AU
5206;121.340000;0.500000;Mondial Relay;24;Clarendon;AU
5206;121.340000;0.500000;Mondial Relay;24;Clarendon;AU
5207;60.500000;4.920000;Mondial Relay;8;MALICORNE SUR SARTHE;FR
5207;60.500000;4.920000;Mondial Relay;8;MALICORNE SUR SARTHE;FR
5207;60.500000;4.920000;Mondial Relay;8;MALICORNE SUR SARTHE;FR
5208;111.380000;35.180000;Colissimo Dom-Tom / International;17;London;GB
5208;111.380000;35.180000;Colissimo Dom-Tom / International;17;London;GB
5209;43.020000;4.920000;Mondial Relay;8;libourne;FR
5209;43.020000;4.920000;Mondial Relay;8;libourne;FR
5210;46.250000;26.250000;Colissimo Dom-Tom / International;19;Concise;CH
5211;178.890000;6.290000;Mondial Relay;8;Le Haillan;FR
5211;178.890000;6.290000;Mondial Relay;8;Le Haillan;FR
5212;35.020000;4.920000;Mondial Relay;8;CHATEAUVILAIN;FR
5212;35.020000;4.920000;Mondial Relay;8;CHATEAUVILAIN;FR
5213;28.320000;4.920000;Mondial Relay;8;Ferrière-sur-Beaulieu ;FR
5214;70.470000;4.920000;Mondial Relay;8;Marcq en Baroeul;FR
5214;70.470000;4.920000;Mondial Relay;8;Marcq en Baroeul;FR
5215;192.690000;6.290000;Mondial Relay;8;Aix-Noulette ;FR
5215;192.690000;6.290000;Mondial Relay;8;Aix-Noulette ;FR
5216;166.460000;6.290000;Mondial Relay;8;Le Havre;FR
5216;166.460000;6.290000;Mondial Relay;8;Le Havre;FR
5216;166.460000;6.290000;Mondial Relay;8;Le Havre;FR
5216;166.460000;6.290000;Mondial Relay;8;Le Havre;FR
5217;101.920000;4.920000;Mondial Relay;8;Romenay;FR
5217;101.920000;4.920000;Mondial Relay;8;Romenay;FR
5218;183.690000;6.290000;Mondial Relay;8;Marseille;FR
5218;183.690000;6.290000;Mondial Relay;8;Marseille;FR
5218;183.690000;6.290000;Mondial Relay;8;Marseille;FR
5218;183.690000;6.290000;Mondial Relay;8;Marseille;FR
5219;174.890000;6.290000;Mondial Relay;8;St germain en laye ;FR
5219;174.890000;6.290000;Mondial Relay;8;St germain en laye ;FR
5220;137.340000;14.840000;Chronopost;8;Sainte-Colombe;FR
5221;178.960000;14.990000;Chronopost;8;TIGNY NOYELLE;FR
5221;178.960000;14.990000;Chronopost;8;TIGNY NOYELLE;FR
5221;178.960000;14.990000;Chronopost;8;TIGNY NOYELLE;FR
5222;134.690000;6.290000;Mondial Relay;8;RUMILLY;FR
5222;134.690000;6.290000;Mondial Relay;8;RUMILLY;FR
5222;134.690000;6.290000;Mondial Relay;8;RUMILLY;FR
5222;134.690000;6.290000;Mondial Relay;8;RUMILLY;FR
5222;134.690000;6.290000;Mondial Relay;8;RUMILLY;FR
5223;143.240000;14.840000;Chronopost;8;Saint romain sur cher ;FR
5223;143.240000;14.840000;Chronopost;8;Saint romain sur cher ;FR
5223;143.240000;14.840000;Chronopost;8;Saint romain sur cher ;FR
5224;24.420000;4.920000;Mondial Relay;8;Canteleu;FR
5225;263.830000;7.150000;Mondial Relay;8;Mardié;FR
5225;263.830000;7.150000;Mondial Relay;8;Mardié;FR
5226;39.740000;20.240000;Colissimo Dom-Tom / International;3;Terwagne;BE
5227;490.780000;99.020000;Colissimo Dom-Tom / International;24;Melbourne ;AU
5227;490.780000;99.020000;Colissimo Dom-Tom / International;24;Melbourne ;AU
5227;490.780000;99.020000;Colissimo Dom-Tom / International;24;Melbourne ;AU
5227;490.780000;99.020000;Colissimo Dom-Tom / International;24;Melbourne ;AU
5228;178.890000;6.290000;Mondial Relay;8;Salon de provence ;FR
5228;178.890000;6.290000;Mondial Relay;8;Salon de provence ;FR
5228;178.890000;6.290000;Mondial Relay;8;Salon de provence ;FR
5229;41.970000;4.920000;Mondial Relay;8;Gradignan;FR
5229;41.970000;4.920000;Mondial Relay;8;Gradignan;FR
5230;24.420000;4.920000;Mondial Relay;8;ORVAULT;FR
5231;106.040000;5.640000;Mondial Relay;8;La Chevrolière;FR
5231;106.040000;5.640000;Mondial Relay;8;La Chevrolière;FR
5232;176.040000;14.840000;Chronopost;8;Paris;FR
5232;176.040000;14.840000;Chronopost;8;Paris;FR
5232;176.040000;14.840000;Chronopost;8;Paris;FR
5232;176.040000;14.840000;Chronopost;8;Paris;FR
5233;52.040000;4.920000;Mondial Relay;8;BRIQUEMESNIL-FLOXICOURT;FR
5233;52.040000;4.920000;Mondial Relay;8;BRIQUEMESNIL-FLOXICOURT;FR
5233;52.040000;4.920000;Mondial Relay;8;BRIQUEMESNIL-FLOXICOURT;FR
5234;398.800000;17.200000;Chronopost;8;Nimes;FR
5234;398.800000;17.200000;Chronopost;8;Nimes;FR
5234;398.800000;17.200000;Chronopost;8;Nimes;FR
5234;398.800000;17.200000;Chronopost;8;Nimes;FR
5234;398.800000;17.200000;Chronopost;8;Nimes;FR
5234;398.800000;17.200000;Chronopost;8;Nimes;FR
5234;398.800000;17.200000;Chronopost;8;Nimes;FR
5235;111.140000;14.840000;Chronopost;8;Montigny-lès-cormeilles;FR
5235;111.140000;14.840000;Chronopost;8;Montigny-lès-cormeilles;FR
5235;111.140000;14.840000;Chronopost;8;Montigny-lès-cormeilles;FR
5235;111.140000;14.840000;Chronopost;8;Montigny-lès-cormeilles;FR
5236;151.240000;14.840000;Chronopost;8;Ecully ;FR
5236;151.240000;14.840000;Chronopost;8;Ecully ;FR
5236;151.240000;14.840000;Chronopost;8;Ecully ;FR
5236;151.240000;14.840000;Chronopost;8;Ecully ;FR
5236;151.240000;14.840000;Chronopost;8;Ecully ;FR
5236;151.240000;14.840000;Chronopost;8;Ecully ;FR
5236;151.240000;14.840000;Chronopost;8;Ecully ;FR
5236;151.240000;14.840000;Chronopost;8;Ecully ;FR
5237;304.900000;19.900000;Colissimo Dom-Tom / International;6;Usagre;ES
5237;304.900000;19.900000;Colissimo Dom-Tom / International;6;Usagre;ES
5237;304.900000;19.900000;Colissimo Dom-Tom / International;6;Usagre;ES
5237;304.900000;19.900000;Colissimo Dom-Tom / International;6;Usagre;ES
5237;304.900000;19.900000;Colissimo Dom-Tom / International;6;Usagre;ES
5237;304.900000;19.900000;Colissimo Dom-Tom / International;6;Usagre;ES
5238;0.000000;4.920000;Mondial Relay;8;esvres;FR
5238;0.000000;4.920000;Mondial Relay;8;esvres;FR
5239;178.890000;6.290000;Mondial Relay;8;GUARBECQUE;FR
5239;178.890000;6.290000;Mondial Relay;8;GUARBECQUE;FR
5240;0.000000;27.140000;Colissimo Dom-Tom / International;3;St Georges sur Meuse ;BE
5240;0.000000;27.140000;Colissimo Dom-Tom / International;3;St Georges sur Meuse ;BE
