Commande n°;Mode de paiement;Total payé réel;Total produits;Total transport;Code pays de livraison
4711;Verifone e-commerce;125.880000;117.880000;8.000000;CH
4711;Verifone e-commerce;125.880000;117.880000;8.000000;CH
4712;Verifone e-commerce;125.880000;117.880000;8.000000;CH
4712;Verifone e-commerce;125.880000;117.880000;8.000000;CH
4713;Verifone e-commerce;24.420000;16.200000;4.920000;FR
4714;Verifone e-commerce;57.320000;26.000000;26.120000;ES
4714;Verifone e-commerce;57.320000;26.000000;26.120000;ES
4715;Verifone e-commerce;47.770000;26.000000;21.770000;ES
4715;Verifone e-commerce;47.770000;26.000000;21.770000;ES
4716;Verifone e-commerce;192.420000;202.500000;4.920000;FR
4716;Verifone e-commerce;192.420000;202.500000;4.920000;FR
4716;Verifone e-commerce;192.420000;202.500000;4.920000;FR
4716;Verifone e-commerce;192.420000;202.500000;4.920000;FR
4716;Verifone e-commerce;192.420000;202.500000;4.920000;FR
4717;Verifone e-commerce;158.890000;123.150000;11.390000;FR
4717;Verifone e-commerce;158.890000;123.150000;11.390000;FR
4718;Verifone e-commerce;113.980000;106.920000;4.920000;FR
4718;Verifone e-commerce;113.980000;106.920000;4.920000;FR
4719;Bank wire;0.000000;36.200000;8.400000;DE
4719;Bank wire;0.000000;36.200000;8.400000;DE
4720;Verifone e-commerce;107.870000;68.600000;25.370000;DE
4720;Verifone e-commerce;107.870000;68.600000;25.370000;DE
4720;Verifone e-commerce;107.870000;68.600000;25.370000;DE
4720;Verifone e-commerce;107.870000;68.600000;25.370000;DE
4721;PayPal;32.400000;20.000000;8.400000;BE
4722;Virement bancaire;36.120000;22.680000;8.820000;FR
4723;Verifone e-commerce;293.480000;233.300000;13.480000;FR
4723;Verifone e-commerce;293.480000;233.300000;13.480000;FR
4724;PayPal;184.430000;143.340000;12.430000;FR
4724;PayPal;184.430000;143.340000;12.430000;FR
4725;Verifone e-commerce;84.400000;63.340000;8.400000;BE
4725;Verifone e-commerce;84.400000;63.340000;8.400000;BE
4726;PayPal;24.420000;16.200000;4.920000;FR
4727;Verifone e-commerce;135.260000;130.020000;5.240000;FR
4727;Verifone e-commerce;135.260000;130.020000;5.240000;FR
4727;Verifone e-commerce;135.260000;130.020000;5.240000;FR
4727;Verifone e-commerce;135.260000;130.020000;5.240000;FR
4727;Verifone e-commerce;135.260000;130.020000;5.240000;FR
4727;Verifone e-commerce;135.260000;130.020000;5.240000;FR
4727;Verifone e-commerce;135.260000;130.020000;5.240000;FR
4728;PayPal;42.920000;31.670000;4.920000;FR
4728;PayPal;42.920000;31.670000;4.920000;FR
4728;PayPal;42.920000;31.670000;4.920000;FR
4729;PayPal;84.400000;63.340000;8.400000;ES
4729;PayPal;84.400000;63.340000;8.400000;ES
4730;Virement bancaire;0.000000;106.680000;9.600000;BE
4731;Verifone e-commerce;27.900000;16.200000;8.400000;ES
4732;Verifone e-commerce;19.170000;12.500000;4.920000;FR
