Commande n°;Total payé réel;Total transport;Nom du transporteur;Pays de livraison;Ville de facturation;Code pays de livraison
5350;240.000000;12.700000;Colissimo;8;Loos;FR
5350;240.000000;12.700000;Colissimo;8;Loos;FR
5350;240.000000;12.700000;Colissimo;8;Loos;FR
5351;178.590000;6.590000;Mondial Relay;8;Albon;FR
5351;178.590000;6.590000;Mondial Relay;8;Albon;FR
5352;65.270000;6.770000;Mondial Relay;8;NIEUL LE DOLENT;FR
5352;65.270000;6.770000;Mondial Relay;8;NIEUL LE DOLENT;FR
5352;65.270000;6.770000;Mondial Relay;8;NIEUL LE DOLENT;FR
5353;28.500000;9.000000;Colissimo;8;Rezé;FR
5354;158.930000;45.790000;Chronopost;176;Saint-Denis;RE
5354;158.930000;45.790000;Chronopost;176;Saint-Denis;RE
5354;158.930000;45.790000;Chronopost;176;Saint-Denis;RE
5354;158.930000;45.790000;Chronopost;176;Saint-Denis;RE
5355;92.660000;5.260000;Mondial Relay;8;OIRY;FR
5355;92.660000;5.260000;Mondial Relay;8;OIRY;FR
5355;92.660000;5.260000;Mondial Relay;8;OIRY;FR
5355;92.660000;5.260000;Mondial Relay;8;OIRY;FR
5356;190.590000;6.590000;Mondial Relay;8;Miramas;FR
5356;190.590000;6.590000;Mondial Relay;8;Miramas;FR
5356;190.590000;6.590000;Mondial Relay;8;Miramas;FR
5357;0.000000;0.000000;Chronopost;8;orange;FR
5357;0.000000;0.000000;Chronopost;8;orange;FR
5357;0.000000;0.000000;Chronopost;8;orange;FR
5358;85.900000;9.900000;Colissimo;8;CREVIN;FR
5358;85.900000;9.900000;Colissimo;8;CREVIN;FR
5358;85.900000;9.900000;Colissimo;8;CREVIN;FR
5359;171.970000;5.260000;Mondial Relay;8;AIX EN PROVENCE;FR
5359;171.970000;5.260000;Mondial Relay;8;AIX EN PROVENCE;FR
5359;171.970000;5.260000;Mondial Relay;8;AIX EN PROVENCE;FR
5359;171.970000;5.260000;Mondial Relay;8;AIX EN PROVENCE;FR
5359;171.970000;5.260000;Mondial Relay;8;AIX EN PROVENCE;FR
5360;190.620000;27.140000;Chronopost;3;Grez-Doiceau;BE
5360;190.620000;27.140000;Chronopost;3;Grez-Doiceau;BE
5361;92.760000;5.260000;Mondial Relay;8;MARSAC SUR L'ISLE;FR
5361;92.760000;5.260000;Mondial Relay;8;MARSAC SUR L'ISLE;FR
5362;335.040000;0.000000;Chronopost;8;PONTOISE;FR
5362;335.040000;0.000000;Chronopost;8;PONTOISE;FR
5363;78.310000;20.810000;TNT Express;3;Borlez;BE
5363;78.310000;20.810000;TNT Express;3;Borlez;BE
5363;78.310000;20.810000;TNT Express;3;Borlez;BE
5364;79.290000;20.810000;TNT Express;3;Bruxelles;BE
5365;141.740000;5.260000;Mondial Relay;8;couvignon;FR
5365;141.740000;5.260000;Mondial Relay;8;couvignon;FR
5365;141.740000;5.260000;Mondial Relay;8;couvignon;FR
5366;114.640000;27.140000;Chronopost;3;Herve;BE
5367;393.840000;0.000000;Chronopost;8;Chambourcy;FR
5367;393.840000;0.000000;Chronopost;8;Chambourcy;FR
5367;393.840000;0.000000;Chronopost;8;Chambourcy;FR
5367;393.840000;0.000000;Chronopost;8;Chambourcy;FR
5367;393.840000;0.000000;Chronopost;8;Chambourcy;FR
5367;393.840000;0.000000;Chronopost;8;Chambourcy;FR
5368;63.240000;0.000000;Colissimo Dom-Tom / International;19;Veyrier;CH
5368;63.240000;0.000000;Colissimo Dom-Tom / International;19;Veyrier;CH
5368;63.240000;0.000000;Colissimo Dom-Tom / International;19;Veyrier;CH
5369;24.280000;4.780000;Mondial Relay;8;Saint Cyr Sur Loire;FR
5370;314.400000;0.000000;Colissimo Dom-Tom / International;176;ST-PAUL;RE
5370;314.400000;0.000000;Colissimo Dom-Tom / International;176;ST-PAUL;RE
5370;314.400000;0.000000;Colissimo Dom-Tom / International;176;ST-PAUL;RE
5371;64.580000;9.000000;Colissimo;8;La chapelle saint laurent;FR
5371;64.580000;9.000000;Colissimo;8;La chapelle saint laurent;FR
5372;102.220000;14.720000;Chronopost;176;ST-PAUL;RE
5372;102.220000;14.720000;Chronopost;176;ST-PAUL;RE
5373;92.760000;5.260000;Mondial Relay;8;Merignac ;FR
5373;92.760000;5.260000;Mondial Relay;8;Merignac ;FR
5374;80.780000;4.780000;Mondial Relay;8;Quincy Sous Sénart;FR
5374;80.780000;4.780000;Mondial Relay;8;Quincy Sous Sénart;FR
5374;80.780000;4.780000;Mondial Relay;8;Quincy Sous Sénart;FR
5375;181.590000;6.590000;Mondial Relay;8;ANGOULEME;FR
5375;181.590000;6.590000;Mondial Relay;8;ANGOULEME;FR
5375;181.590000;6.590000;Mondial Relay;8;ANGOULEME;FR
5376;80.780000;4.780000;Mondial Relay;8;Longechaux;FR
5376;80.780000;4.780000;Mondial Relay;8;Longechaux;FR
5377;189.880000;14.880000;Chronopost;8;Illkirch;FR
5377;189.880000;14.880000;Chronopost;8;Illkirch;FR
5377;189.880000;14.880000;Chronopost;8;Illkirch;FR
5378;184.460000;20.400000;Colissimo Dom-Tom / International;6;Vigo;ES
5378;184.460000;20.400000;Colissimo Dom-Tom / International;6;Vigo;ES
5378;184.460000;20.400000;Colissimo Dom-Tom / International;6;Vigo;ES
5378;184.460000;20.400000;Colissimo Dom-Tom / International;6;Vigo;ES
5379;64.780000;4.780000;Mondial Relay;8;BORDEAUX;FR
5379;64.780000;4.780000;Mondial Relay;8;BORDEAUX;FR
5379;64.780000;4.780000;Mondial Relay;8;BORDEAUX;FR
5380;100.280000;4.780000;Mondial Relay;8;SAULT DE NAVAILLES;FR
5380;100.280000;4.780000;Mondial Relay;8;SAULT DE NAVAILLES;FR
5380;100.280000;4.780000;Mondial Relay;8;SAULT DE NAVAILLES;FR
5380;100.280000;4.780000;Mondial Relay;8;SAULT DE NAVAILLES;FR
5381;261.000000;0.000000;Colissimo;21;New London;US
5381;261.000000;0.000000;Colissimo;21;New London;US
5382;256.400000;0.000000;Chronopost;236;Plovdiv;BG
5382;256.400000;0.000000;Chronopost;236;Plovdiv;BG
5383;87.500000;5.260000;Mondial Relay;8;Benon;FR
5383;87.500000;5.260000;Mondial Relay;8;Benon;FR
5384;92.760000;5.260000;Mondial Relay;8;Barbentane;FR
5384;92.760000;5.260000;Mondial Relay;8;Barbentane;FR
5385;104.840000;17.340000;TNT Express;3;Triviéres Belgique;BE
5385;104.840000;17.340000;TNT Express;3;Triviéres Belgique;BE
5386;85.240000;22.000000;Colissimo Dom-Tom / International;176;Le Port;RE
5386;85.240000;22.000000;Colissimo Dom-Tom / International;176;Le Port;RE
